,NAMES,AREA,LOCALITY,ZONE N PERSON,NOTE,USP, ,LOWS - DONT DISCLOSE,Pics,PRICE,LOCATION,FOOD ,Drive Link,exact name,exact location,group name,,manager number ,mng name,owner name & number,,,,,url
4,whit coed,whitefield,"hopefarm, itpl,  Whitefield, ",,WHT,"balcony room, budget stay,  food included",20,D 9/ S 16,"Yep,  _*EAGER TO SEE THE ACCOMMODATION ?*_ 👀 

 *GHARPAYY - WHIT COED*  👉👉 https://stays.gharpayy.in/view?file=GG%20WHIT%20COED%20W.pdf  ♥️
> FULLY FURNISHED WITH    FOOD & GREAT AMENITIES. IT'S HAND-PICKED FOR YOU 🔑 PREBOOK & UNLOCK DISCOUNTS 

*RATE OUT OF 10 ?* 🫢👌
 
> OR ASK QUESTIONS,  SO, WE CAN UNDERSTAND YOUR NEEDS ASAP & GET BEST ACCOMMODATION. 

Click To See - REFER N EARN
","⚡️ Welcome to Gharpayy WHIT - COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

💛Dual Sharing. - ~Originally 11k~, **now just 9k!*
❤️Private rooms - ~Formerly 19k~, **now specially priced at 17k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 4 hours. *Prebook* now for just 3k!*🔥   enjoy complimentary good food.","""📍GHARPAYY WHIT COED

🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/gWyt5JCjXRZed4WY6 ]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨""",3 Time veg & non veg,https://drive.google.com/drive/folders/129puC2NJ5GfxS8VxBJaM_A2agJZTSyWQ,oka colive,https://maps.app.goo.gl/pgLqWFcrn7PERxBs9,OKA COLIVING,,8639653441,sravya,8639653441,sravya,,,,"google.com/maps/place/Oka+Coliving/@12.9797746,77.7461351,148m/data=!3m1!1e3!4m6!3m5!1s0x3bae0f0063126653:0x43c827e1cb2e0f88!8m2!3d12.979951!4d77.7457829!16s%2Fg%2F11sbbzp26j?entry=tts&g_ep=EgoyMDI1MDYyMy4yIPu8ASoASAFQAw%3D%3D&skid=52c0d490-a95e-4167-8413-4b4c4b9fccdb"
5,BALC PHIX  BGM COED,bgm madadevpura,"Mahadevpura,Bagmane",,,"New Property,Very Close To Bagmane Tech Park,Good Food, Premium Stay",20,D 13/ S 22,0,"⚡️ Welcome to Gharpayy BALC PHIX - COED ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

💛Dual Sharing. - ~Originally 15k~, **now just 13k!*
❤️Private rooms - ~Formerly 27k~, **now specially priced at 24k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 4 hours. *Prebook* now for just 3k!*🔥   enjoy complimentary good food. NON VEG TOO","📍GHARPAYY BALC PHIX BGM!!!-COED

🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION- https://maps.app.goo.gl/1etTC7JAqtfc6KKp6

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨",3 Time veg & non veg,,ks bloom,https://maps.app.goo.gl/x4qm5Wv87z1MraaG8,ks bloom,,9959829782,vinay kumar,9959829782,vinay kumar,,,,"https://www.google.com/maps/place/SR+comforts+coliving/@12.9976131,77.6902652,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae110014b676b7:0x62a9f2cd0446dae0!8m2!3d12.9976079!4d77.6928401!16s%2Fg%2F11vx6nj1jn?entry=tts&g_ep=EgoyMDI1MDExMC4wIPu8ASoASAFQAw%3D%3D"
5,ESTEEM COED,bgm madadevpura,Mahadevpura,,,"New Pg,All amenities,Premium Property",10,D 14/ S 23,"Yep,  _*EAGER TO SEE THE ACCOMMODATION ?*_ 👀 

 *GHARPAYY - ESTEEM COED*  👉👉 https://stays.gharpayy.in/view?file=GG%20ESTEEM%20COED%20M.pdf ♥️
> FULLY FURNISHED WITH    FOOD & GREAT AMENITIES. IT'S HAND-PICKED FOR YOU 🔑 PREBOOK & UNLOCK DISCOUNTS 

*RATE OUT OF 10 ?* 🫢👌
 
> OR ASK QUESTIONS,  SO, WE CAN UNDERSTAND YOUR NEEDS ASAP & GET BEST ACCOMMODATION. 

Click To See - REFER N EARN
","⚡️ Welcome to Gharpayy ESTEEM  - COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 


💛Dual Sharing. - ~Originally 18k~, **now just 14k!*
❤️Private rooms - ~Formerly 27k~, **now specially priced at 25k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 4 hours. *Prebook* now for just 3k!*🔥   enjoy complimentary good food.","📍GHARPAYY ESTEEM!!!  -COED

🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION: https://maps.app.goo.gl/XA1cnj8SRYavUjZq7

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 Time veg & non veg,https://drive.google.com/drive/folders/1Cl6BzJePBjG0BmBIeGlS-YpzhZ0Nk6Yq,signature PRIDE,https://maps.app.goo.gl/NEZgFLx4GQL7KQPV6,gharpayy signature,,9912969023,anjaniya,7204019777,sriram,,,,
5,bgm max coed,bgm madadevpura,"bagmane, mahadevapura,  cv raman",,,"extremely budget friendly, mini gym & games. definitely coliving ",10,D 13/ S21,"Yep,  _*EAGER TO SEE THE ACCOMMODATION ?*_ 👀 

 *GHARPAYY - BGM MAX COED*  👉👉 https://stays.gharpayy.in/view?file=GG%20BGM%20MAX%20COED.pdf  ♥️
> FULLY FURNISHED WITH    FOOD & GREAT AMENITIES. IT'S HAND-PICKED FOR YOU 🔑 PREBOOK & UNLOCK DISCOUNTS 

*RATE OUT OF 10 ?* 🫢👌
 
> OR ASK QUESTIONS,  SO, WE CAN UNDERSTAND YOUR NEEDS ASAP & GET BEST ACCOMMODATION. 

Click To See - REFER N EARN","⚡️ Welcome to Gharpayy BGM MAX - COED ! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

💛Dual Sharing. - ~Originally 15k~, **now just 13k!*
❤️Private rooms - ~Formerly 25k~, **now specially priced at 23k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 4 hours. *Prebook* now for just 3k!*🔥   enjoy complimentary good food.","📍GHARPAYY BGM MAX COED

🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION : https://maps.app.goo.gl/QuLYHW5y9i1yt1qQA

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 Time veg & non veg,https://drive.google.com/drive/folders/12I9UlPNE4EI6vHLSu6l6YP8c02IcTUJK,mr n mrs mahadev,https://maps.app.goo.gl/a6mkKkVre7umKyrb8,,,7013603027,basha,7204019777,sriram,,,,"https://www.google.com/maps/place/Mr+%26+Ms+Best+coliving+PG+mahadevpura(Luxury+stay+for+Gents+and+ladies),+Garudachar+Palya,+Mahadevapura,+Bengaluru,+Karnataka+560048/data=!4m2!3m1!1s0x3bae113e7c2bd379:0xa70dbb0e48713a53?utm_source=mstt_1&entry=gps&lucs=,47075915,47084387&g_ep=CAESCjExLjExOS4xMDEYACDXggMqEiw0NzA3NTkxNSw0NzA4NDM4N0ICSU4%3D"
5,PHIX BGM,bgm madadevpura,"Mahadevpura,Bagmane",,,"New Property,Very Close To Bagmane Tech Park,Good Food, Premium Stay",10, D 12/ S 22,"Yep,  _*EAGER TO SEE THE ACCOMMODATION ?*_ 👀 

 *GHARPAYY - PHIX BGM*  👉👉
 https://stays.gharpayy.in/view?file=GG%20PHIX%20BGM.pdf  ♥️
> FULLY FURNISHED WITH    FOOD & GREAT AMENITIES. IT'S HAND-PICKED FOR YOU 🔑 PREBOOK & UNLOCK DISCOUNTS 

*RATE OUT OF 10 ?* 🫢👌
 
> OR ASK QUESTIONS,  SO, WE CAN UNDERSTAND YOUR NEEDS ASAP & GET BEST ACCOMMODATION. 

Click To See - REFER N EARN","⚡️ Welcome to Gharpayy PHIX - COED ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

💛Dual Sharing. - ~Originally 15k~, **now just 12.5k!*
❤️Private rooms - ~Formerly 27k~, **now specially priced at 22k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 4 hours. *Prebook* now for just 3k!*🔥   enjoy complimentary good food. NON VEG TOO","📍GHARPAYY PHIX BGM!!!-COED

🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION- https://maps.app.goo.gl/1etTC7JAqtfc6KKp6

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨",3 Time veg & non veg,https://drive.google.com/drive/folders/1ALGY9GuJhem1H_-YORbbCU8qk3S1ILqy,sr comfort,https://maps.app.goo.gl/stLK4mZq5Us2Scr78,sr comforts,,"9740742988

""77308 11511
Jagadesh""",ramachandra,9663194940,sudhankar reddy,,"77308 11511
Jagadesh",,"https://www.google.com/maps/place/SR+comforts+coliving/@12.9976131,77.6902652,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae110014b676b7:0x62a9f2cd0446dae0!8m2!3d12.9976079!4d77.6928401!16s%2Fg%2F11vx6nj1jn?entry=tts&g_ep=EgoyMDI1MDExMC4wIPu8ASoASAFQAw%3D%3D"
6,wise boys,ypr campus,,,,,70,13/21,0,"Welcome to Gharpayy WISE - BOYS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 


💛Dual Sharing. - ~Originally 16k~, *now just 14k!
❤️Private rooms - ~Formerly 25k~, *now specially priced at 23k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 11-month stay! Offer expires in 12 hours. *Prebook now for just 10k!*🔥   enjoy complimentary good food.""","""📍GHARPAYY WISE-BOYS! 750 Mtr   From campus

🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [ https://maps.app.goo.gl/2i8xYsTyaY2NEJNe9 ] OFFICE OPPOSITE  FOR PHYSICAL VISITS


GharPayy - Super Stays Christ Yeshwanthpur
https://g.co/kgs/TcnUK34  secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨""",4 times,https://drive.google.com/drive/folders/1VYqakkKWvvDKkjtLZmCflv5Oa8idDflo,900  MTR ADLER BOYS,,,,8217863474,bhuwan,,,,,,"https://www.google.com/maps/place/Prabha+Enclave+Boys+PG/@13.0361625,77.495835,1105m/data=!3m2!1e3!4b1!4m6!3m5!1s0x3bae3d01793a6b35:0xf9a245f0037c1dee!8m2!3d13.0361573!4d77.4984099!16s%2Fg%2F11wv2fd9sw?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D"
6,paradise girls,ypr campus,,,,,70,18/15,0,"Welcome to Gharpayy Paradise - GIRLS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 


💛Dual Sharing. - ~Originally 22k~, *now just 20k!
❤️Triple rooms - ~Formerly 20k~, *now specially priced at 17k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 11-month stay! Offer expires in 12 hours. *Prebook now for just 10k!*🔥   enjoy complimentary good food.""","""📍GHARPAYY PARADISE GIRLS! 350 Mtr   From campus

🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [ https://maps.app.goo.gl/2i8xYsTyaY2NEJNe9 ] OFFICE OPPOSITE  FOR PHYSICAL VISITS


GharPayy - Super Stays Christ Yeshwanthpur
https://g.co/kgs/TcnUK34  secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨""",4 times,https://drive.google.com/drive/folders/12BE0UQ1DUktmDg1vxL0tRMHoDb3hikto,BEST GIRLS ADL,,,,9686025547,radhika,,,,,,
6,fort boys,ypr campus,,,,,10,15,0,"Welcome to Gharpayy FORT BOYS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 


💛Dual Sharing. - ~Originally 19k~, *now just 17k!


💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 11-month stay! Offer expires in 12 hours. *Prebook now for just 10k!*🔥   enjoy complimentary good food.""","📍GHARPAYY FORT-BOYS! 450 Mtr   From campus

🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [ https://maps.app.goo.gl/2i8xYsTyaY2NEJNe9 ] OFFICE OPPOSITE  FOR PHYSICAL VISITS


GharPayy - Super Stays Christ Yeshwanthpur
https://g.co/kgs/TcnUK34  secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨",4 times,https://drive.google.com/drive/folders/1ReXSPowGy1Zy1W3Id_aIA4MM1d2csBC8,PUZZLES BRAVADO,,,,,,,,,,,
6,quiq girls,ypr campus,,,,,10,,0,"Welcome to Gharpayy QUIQ - GIRLS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 


💛Dual Sharing. - ~Originally 16k~, *now just 14k!
❤️Private rooms - ~Formerly 28k~, *now specially priced at 26k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 11-month stay! Offer expires in 12 hours. *Prebook now for just 10k!*🔥   enjoy complimentary good food.""","📍GHARPAYY QUIQ-GIRLS! 450 Mtr   From campus

🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [ https://maps.app.goo.gl/2i8xYsTyaY2NEJNe9 ] OFFICE OPPOSITE  FOR PHYSICAL VISITS


GharPayy - Super Stays Christ Yeshwanthpur
https://g.co/kgs/TcnUK34  secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨",4 times,https://drive.google.com/drive/folders/146jI_pXtTabwoYHESOG91M1KOQNLWCvB,OLD GIRLS ADL,,,,,,,,,,,
6,destiny boys,ypr campus,,,,,40,,0,"Welcome to Gharpayy DESTINY- BOYS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *4K OFF MONTHLY* 


💛Dual Sharing. - ~Originally 16k~, *now just 12k!
❤️Private rooms - ~Formerly 25k~, *now specially priced at 21k!

💥 Act Fast: Lock in your reservation NOW and save 4000+ RS every month on a 11-month stay! Offer expires in 12 hours. *Prebook now for just 10k!*🔥   enjoy complimentary good food.""","📍GHARPAYY DESTINY-BOYS! 950 Mtr   From campus

🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [ https://maps.app.goo.gl/2i8xYsTyaY2NEJNe9 ] OFFICE OPPOSITE  FOR PHYSICAL VISITS


GharPayy - Super Stays Christ Yeshwanthpur
https://g.co/kgs/TcnUK34  secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨",4 times,,SLN FAR BOYS,,,,,,,,,,,
6,byg girls,ypr campus,,,,,50,,0,"Welcome to Gharpayy BYG - GIRLS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 


💛Dual Sharing. - ~Originally 18k~, *now just 16k!
❤️Triple Sharing - ~Formerly 16k~, *now specially priced at 13k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 11-month stay! Offer expires in 12 hours. *Prebook now for just 10k!*🔥   enjoy complimentary good food.""","📍GHARPAYY BYG-GIRLS! 750 Mtr   From campus

🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [ https://maps.app.goo.gl/2i8xYsTyaY2NEJNe9 ] OFFICE OPPOSITE  FOR PHYSICAL VISITS


GharPayy - Super Stays Christ Yeshwanthpur
https://g.co/kgs/TcnUK34  secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨",4 times,,STR GIRLS,,,,,,,,,,,
6,meteor girls,ypr campus,,,,,70,,0,"Welcome to Gharpayy METEOR - GIRLS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 


💛Dual Sharing. - ~Originally 18k~, *now just 16k!
❤️Triple rooms - ~Formerly 15k~, *now specially priced at 13k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 11-month stay! Offer expires in 12 hours. *Prebook now for just 10k!*🔥   enjoy complimentary good food.""","📍GHARPAYY METEOR-GIRLS! 550 Mtr   From campus

🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [ https://maps.app.goo.gl/2i8xYsTyaY2NEJNe9 ] OFFICE OPPOSITE  FOR PHYSICAL VISITS


GharPayy - Super Stays Christ Yeshwanthpur
https://g.co/kgs/TcnUK34  secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨",4 times,https://drive.google.com/drive/folders/1-UyDP5nUIf4GEPuVs9e56yldvOobuBLH,GIRLS OLD ADL,,,,,,,,,,,"https://www.google.com/maps/place/New-Adler+Stays+Girls+Pg/@13.0402946,77.5021008,221m/data=!3m1!1e3!4m6!3m5!1s0x3bae3dd9edadc261:0x583f32d69a163932!8m2!3d13.0403185!4d77.502106!16s%2Fg%2F11ldw1dnwn?entry=tts&g_ep=EgoyMDI1MTIwMi4wIPu8ASoASAFQAw%3D%3D&skid=0027e9f5-bedc-4d71-8306-91e6d878d170"
99,bgm kingdom,bgm madadevpura,"bagmane, mahadevapura,  cv raman",,,"extremely budget friendly, mini gym & games. definitely coliving ",10,,0,"⚡️ Welcome to Gharpayy BGM KINGDOM - COED ! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

🧡Triple Sharing. - ~Was 12k~, **now only 10k!*
💛Dual Sharing. - ~Originally 15k~, **now just 13k!*
❤️Private rooms - ~Formerly 25k~, **now specially priced at 23k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 4 hours. *Prebook* now for just 3k!*🔥   enjoy complimentary good food.","📍GHARPAYY BGM KINGDOM COED

🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/NXAdf9dNhp6NuYcs5 ]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 Time veg & non veg,,king n queen mdc,https://maps.app.goo.gl/HyDWPVsmgizEWTT9A,,,7989017708,,,,,,,
99,Quin GIRL KS,koramangla,"IBC knowledge,  baneraghata road,  5km , dairy circle, jayanagar,  jp",,,"super close to everything , common area , good pg food  , next to mall",10,,"Yep,  _*EAGER TO SEE THE ACCOMMODATION ?*_ 👀 

 *GHARPAYY - QUIN GIRLS KS*  👉👉 https://stays.gharpayy.in/view?file=GG%20QUIN%20GIRLS%20KS.pdf  ♥️
> FULLY FURNISHED WITH    FOOD & GREAT AMENITIES. IT'S HAND-PICKED FOR YOU 🔑 PREBOOK & UNLOCK DISCOUNTS 

*RATE OUT OF 10 ?* 🫢👌
 
> OR ASK QUESTIONS,  SO, WE CAN UNDERSTAND YOUR NEEDS ASAP & GET BEST ACCOMMODATION. 

Click To See - REFER N EARN
","⚡️ Welcome to Gharpayy QUIN - GIRLS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

💛Dual Sharing. - ~Originally 17k~, **now just 15k!*
❤️Private rooms - ~Formerly 27k~, **now specially priced at 25k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 4 hours. *Prebook* now for just 3k!*🔥   enjoy complimentary good food.","📍GHARPAYY Quin GIRLS

🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION { https://maps.app.goo.gl/cokeKf8enryASuxP9 ]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",4 times veg only,,class house,https://maps.app.goo.gl/mGcCjQ57qNFXpyfF9,,,,,,,,,,
99,Ace Girls,koramangla,"Madiwala ,sg palya dairy circle ",,,"jack of all trades - best pg, super big almirah,  wakefit matress, snooker, chesss, carrom , ",4,,"Yep,  _*EAGER TO SEE THE ACCOMMODATION ?*_ 👀 

 *GHARPAYY - ACE GIRLS*  👉👉 https://stays.gharpayy.in/view?file=GG%20%20ACE%20GIRLS%20K.pdf  ♥️
> FULLY FURNISHED WITH    FOOD & GREAT AMENITIES. IT'S HAND-PICKED FOR YOU 🔑 PREBOOK & UNLOCK DISCOUNTS 

*RATE OUT OF 10 ?* 🫢👌
 
> OR ASK QUESTIONS,  SO, WE CAN UNDERSTAND YOUR NEEDS ASAP & GET BEST ACCOMMODATION. 

Click To See - REFER N EARN
","⚡️ Welcome to Gharpayy ACE 💥 GIRLS ! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

💛Dual Sharing. - ~Originally 25k~, *now just 23k!
❤️Ac Big Dual rooms - ~Formerly 27k~, *now specially priced at 25k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 11-month stay! Offer expires in 4 hours. *Prebook now for just 10k!*🔥   enjoy complimentary good food.","📍GHARPAYY ACE 💥 GIRLS 

🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [ https://g.co/kgs/P2Y3STi  ]

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️💨",4 times veg only,https://drive.google.com/drive/folders/10uQFM6x9y6ueoSH1fQ4fu_ykSCaVkAlR,puzzles living grandeur house,https://maps.app.goo.gl/NgZdw7QSM23VsNpW9,,,7619210662,,9606333530,ravi,,,,
99,eco coed,bellandur,"ecoworld,  etc bellandur,  flipkart ",,,"PEAK LOCATION, NEWLY BUILT WITH LOVE, POCKET FRIENDLY ",,,"Yep,  _*EAGER TO SEE THE ACCOMMODATION ?*_ 👀 

 *GHARPAYY - ECO COED*  👉👉 https://stays.gharpayy.in/view?file=GG%20ECO%20COED%20B.pdf  ♥️
> FULLY FURNISHED WITH    FOOD & GREAT AMENITIES. IT'S HAND-PICKED FOR YOU 🔑 PREBOOK & UNLOCK DISCOUNTS 

*RATE OUT OF 10 ?* 🫢👌
 
> OR ASK QUESTIONS,  SO, WE CAN UNDERSTAND YOUR NEEDS ASAP & GET BEST ACCOMMODATION. ","⚡️ Welcome to Gharpayy ECO - COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

🧡Triple Sharing. - ~Was 11k~, **now only 9k!*
💛Dual Sharing. - ~Originally 15k~, **now just 13k!*
❤️Private rooms - ~Formerly 25k~, **now specially priced at 23k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 4 hours. *Prebook* now for just 3k!*🔥   enjoy complimentary good food.","📍GHARPAYY ECO COED

🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/2VRqASzDKvTc8j7S9 ]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 TIMES VEG/NON VEG,,leo ,https://maps.app.goo.gl/7v7B6PvEzL5wYGNw8,,,9501231237,,,,,,,
99,qual girls,bellandur,"ecoworld,  etc bellandur,  flipkart ",,,"great property, newly, gYM, GAMES,",,,"Yep,  _*EAGER TO SEE THE ACCOMMODATION ?*_ 👀 

 *GHARPAYY - QUAL GIRLS*  👉👉 https://stays.gharpayy.in/view?file=GG%20QUAL%20GIRLS%20B.pdf f ♥️
> FULLY FURNISHED WITH    FOOD & GREAT AMENITIES. IT'S HAND-PICKED FOR YOU 🔑 PREBOOK & UNLOCK DISCOUNTS 

*RATE OUT OF 10 ?* 🫢👌
 
> OR ASK QUESTIONS,  SO, WE CAN UNDERSTAND YOUR NEEDS ASAP & GET BEST ACCOMMODATION. 

Click To See - REFER N EARN","⚡️ Welcome to Gharpayy QUAL - GIRLS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

🧡Triple Sharing. - ~Was 14k~, **now only 12k!*
💛Dual Sharing. - ~Originally 17k~, **now just 15k!*
❤️Private rooms - ~Formerly 27k~, **now specially priced at 25k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 4 hours. *Prebook* now for just 3k!*🔥   enjoy complimentary good food.","📍GHARPAYY QUAL-GIRLS!

🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [ https://maps.app.goo.gl/8rH5MTcVMKWMY2DAA ]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 TIMES VEG/NON VEG,,sapthagiri,https://maps.app.goo.gl/PSTTLsGAx4DnhqtR8,,,,,,,,,,
,etv luxe coed,bellandur,"ecoworld,  etc bellandur,  flipkart ",,,"NEWEST PGPRIME LOCATION, WFH ENABLER, FOOD GOOD,",,,,"""⚡️ Welcome to Gharpayy ETV LUX! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive *MAHA SHIVRATRI* Offer Alert:* **3K OFF MONTHLY** 

💛Dual Sharing. - ~Originally 18k~, **now just 15k!*
❤️Private rooms - ~Formerly 28k~, **now specially priced at 25k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in few hours. *Prebook* now for just 5k!*🔥   enjoy complimentary good food.""","GHARPAYY ETV LUX COED!
🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [https://maps.app.goo.gl/Dk2HJpnVUsQCeH9N8 ]

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️",3 TIMES VEG/NON VEG,,echo coliving,https://maps.app.goo.gl/BU6DMKkDCzJ8x2jY6,,,9739997392,,9739997392,,,,,"https://www.google.com/maps/place/ECHO-LIVING+COLIVING+PG+%7C+PG+Near+Embassy+Tech+Park+Kadubeesanahalli/@12.9311961,77.527376,12z/data=!4m7!3m6!1s0x3bae13f665192183:0x287ee6fdccd21a06!8m2!3d12.9273588!4d77.696143!15sChBlY2hvIGNvbGl2aW5nIHBnWhIiEGVjaG8gY29saXZpbmcgcGeSARFzdHVkZW50X2Rvcm1pdG9yeZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNM1owOXlhemRuUlJBQuABAPoBBAhLEEs!16s%2Fg%2F11w2_ppzvx?entry=tts&g_ep=EgoyMDI1MDExMC4wIPu8ASoASAFQAw%3D%3D"
